"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",26
"2","engine","stan",26
"3","split_dates","FALSE",26
"4","keep_mcmcs","TRUE",26
"5","keep_mcmc_data","TRUE",26
"6","day_start","4",26
"7","day_end","28",26
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",26
"9","required_timestep","NA",26
"10","K600_lnQ_nodes_centers","-3:3",26
"11","GPP_daily_mu","3",26
"12","GPP_daily_lower","-Inf",26
"13","GPP_daily_sigma","2",26
"14","ER_daily_mu","-7.1",26
"15","ER_daily_upper","Inf",26
"16","ER_daily_sigma","7.1",26
"17","K600_lnQ_nodediffs_sdlog","0.5",26
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",26
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",26
"20","K600_daily_sigma_sigma","0.24",26
"21","err_obs_iid_sigma_scale","0.03",26
"22","err_proc_iid_sigma_scale","5",26
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",26
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",26
"25","n_chains","4",26
"26","n_cores","12",26
"27","burnin_steps","174",26
"28","saved_steps","320",26
"29","thin_steps","1",26
"30","verbose","FALSE",26
"31","init.K600.daily","266.08",26
"32","Station 2 Time","3.95 mins",26
