"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",56
"2","engine","stan",56
"3","split_dates","FALSE",56
"4","keep_mcmcs","TRUE",56
"5","keep_mcmc_data","TRUE",56
"6","day_start","4",56
"7","day_end","28",56
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",56
"9","required_timestep","NA",56
"10","K600_lnQ_nodes_centers","-3:3",56
"11","GPP_daily_mu","3",56
"12","GPP_daily_lower","-Inf",56
"13","GPP_daily_sigma","2",56
"14","ER_daily_mu","-7.1",56
"15","ER_daily_upper","Inf",56
"16","ER_daily_sigma","7.1",56
"17","K600_lnQ_nodediffs_sdlog","0.5",56
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",56
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",56
"20","K600_daily_sigma_sigma","0.24",56
"21","err_obs_iid_sigma_scale","0.03",56
"22","err_proc_iid_sigma_scale","5",56
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",56
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",56
"25","n_chains","4",56
"26","n_cores","12",56
"27","burnin_steps","188",56
"28","saved_steps","220",56
"29","thin_steps","1",56
"30","verbose","FALSE",56
"31","init.K600.daily","351.76",56
"32","Station 2 Time","5.41 mins",56
