"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",51
"2","engine","stan",51
"3","split_dates","FALSE",51
"4","keep_mcmcs","TRUE",51
"5","keep_mcmc_data","TRUE",51
"6","day_start","4",51
"7","day_end","28",51
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",51
"9","required_timestep","NA",51
"10","K600_lnQ_nodes_centers","-3:3",51
"11","GPP_daily_mu","3",51
"12","GPP_daily_lower","-Inf",51
"13","GPP_daily_sigma","2",51
"14","ER_daily_mu","-7.1",51
"15","ER_daily_upper","Inf",51
"16","ER_daily_sigma","7.1",51
"17","K600_lnQ_nodediffs_sdlog","0.5",51
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",51
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",51
"20","K600_daily_sigma_sigma","0.24",51
"21","err_obs_iid_sigma_scale","0.03",51
"22","err_proc_iid_sigma_scale","5",51
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",51
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",51
"25","n_chains","4",51
"26","n_cores","12",51
"27","burnin_steps","120",51
"28","saved_steps","361",51
"29","thin_steps","1",51
"30","verbose","FALSE",51
"31","init.K600.daily","120.48",51
"32","Station 1 Time","4.4 mins",51
