"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",87
"2","engine","stan",87
"3","split_dates","FALSE",87
"4","keep_mcmcs","TRUE",87
"5","keep_mcmc_data","TRUE",87
"6","day_start","4",87
"7","day_end","28",87
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",87
"9","required_timestep","NA",87
"10","K600_lnQ_nodes_centers","-3:3",87
"11","GPP_daily_mu","3",87
"12","GPP_daily_lower","-Inf",87
"13","GPP_daily_sigma","2",87
"14","ER_daily_mu","-7.1",87
"15","ER_daily_upper","Inf",87
"16","ER_daily_sigma","7.1",87
"17","K600_lnQ_nodediffs_sdlog","0.5",87
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",87
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",87
"20","K600_daily_sigma_sigma","0.24",87
"21","err_obs_iid_sigma_scale","0.03",87
"22","err_proc_iid_sigma_scale","5",87
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",87
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",87
"25","n_chains","4",87
"26","n_cores","12",87
"27","burnin_steps","207",87
"28","saved_steps","372",87
"29","thin_steps","1",87
"30","verbose","FALSE",87
"31","init.K600.daily","234.41",87
"32","Station 4 Time","5.78 mins",87
