"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",35
"2","engine","stan",35
"3","split_dates","FALSE",35
"4","keep_mcmcs","TRUE",35
"5","keep_mcmc_data","TRUE",35
"6","day_start","4",35
"7","day_end","28",35
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",35
"9","required_timestep","NA",35
"10","K600_lnQ_nodes_centers","-3:3",35
"11","GPP_daily_mu","3",35
"12","GPP_daily_lower","-Inf",35
"13","GPP_daily_sigma","2",35
"14","ER_daily_mu","-7.1",35
"15","ER_daily_upper","Inf",35
"16","ER_daily_sigma","7.1",35
"17","K600_lnQ_nodediffs_sdlog","0.5",35
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",35
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",35
"20","K600_daily_sigma_sigma","0.24",35
"21","err_obs_iid_sigma_scale","0.03",35
"22","err_proc_iid_sigma_scale","5",35
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",35
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",35
"25","n_chains","4",35
"26","n_cores","12",35
"27","burnin_steps","310",35
"28","saved_steps","407",35
"29","thin_steps","1",35
"30","verbose","FALSE",35
"31","init.K600.daily","71.59",35
"32","Station 4 Time","5.68 mins",35
