"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",16
"2","engine","stan",16
"3","split_dates","FALSE",16
"4","keep_mcmcs","TRUE",16
"5","keep_mcmc_data","TRUE",16
"6","day_start","4",16
"7","day_end","28",16
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",16
"9","required_timestep","NA",16
"10","K600_lnQ_nodes_centers","-3:3",16
"11","GPP_daily_mu","3",16
"12","GPP_daily_lower","-Inf",16
"13","GPP_daily_sigma","2",16
"14","ER_daily_mu","-7.1",16
"15","ER_daily_upper","Inf",16
"16","ER_daily_sigma","7.1",16
"17","K600_lnQ_nodediffs_sdlog","0.5",16
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",16
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",16
"20","K600_daily_sigma_sigma","0.24",16
"21","err_obs_iid_sigma_scale","0.03",16
"22","err_proc_iid_sigma_scale","5",16
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",16
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",16
"25","n_chains","4",16
"26","n_cores","12",16
"27","burnin_steps","122",16
"28","saved_steps","330",16
"29","thin_steps","1",16
"30","verbose","FALSE",16
"31","init.K600.daily","121.57",16
"32","Station 4 Time","2.6 mins",16
