"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",74
"2","engine","stan",74
"3","split_dates","FALSE",74
"4","keep_mcmcs","TRUE",74
"5","keep_mcmc_data","TRUE",74
"6","day_start","4",74
"7","day_end","28",74
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",74
"9","required_timestep","NA",74
"10","K600_lnQ_nodes_centers","-3:3",74
"11","GPP_daily_mu","3",74
"12","GPP_daily_lower","-Inf",74
"13","GPP_daily_sigma","2",74
"14","ER_daily_mu","-7.1",74
"15","ER_daily_upper","Inf",74
"16","ER_daily_sigma","7.1",74
"17","K600_lnQ_nodediffs_sdlog","0.5",74
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",74
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",74
"20","K600_daily_sigma_sigma","0.24",74
"21","err_obs_iid_sigma_scale","0.03",74
"22","err_proc_iid_sigma_scale","5",74
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",74
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",74
"25","n_chains","4",74
"26","n_cores","12",74
"27","burnin_steps","313",74
"28","saved_steps","514",74
"29","thin_steps","1",74
"30","verbose","FALSE",74
"31","init.K600.daily","354.35",74
"32","Station 4 Time","5.75 mins",74
