"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",99
"2","engine","stan",99
"3","split_dates","FALSE",99
"4","keep_mcmcs","TRUE",99
"5","keep_mcmc_data","TRUE",99
"6","day_start","4",99
"7","day_end","28",99
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",99
"9","required_timestep","NA",99
"10","K600_lnQ_nodes_centers","-3:3",99
"11","GPP_daily_mu","3",99
"12","GPP_daily_lower","-Inf",99
"13","GPP_daily_sigma","2",99
"14","ER_daily_mu","-7.1",99
"15","ER_daily_upper","Inf",99
"16","ER_daily_sigma","7.1",99
"17","K600_lnQ_nodediffs_sdlog","0.5",99
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",99
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",99
"20","K600_daily_sigma_sigma","0.24",99
"21","err_obs_iid_sigma_scale","0.03",99
"22","err_proc_iid_sigma_scale","5",99
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",99
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",99
"25","n_chains","4",99
"26","n_cores","12",99
"27","burnin_steps","381",99
"28","saved_steps","209",99
"29","thin_steps","1",99
"30","verbose","FALSE",99
"31","init.K600.daily","185.05",99
"32","Station 4 Time","4.33 mins",99
