"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",71
"2","engine","stan",71
"3","split_dates","FALSE",71
"4","keep_mcmcs","TRUE",71
"5","keep_mcmc_data","TRUE",71
"6","day_start","4",71
"7","day_end","28",71
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",71
"9","required_timestep","NA",71
"10","K600_lnQ_nodes_centers","-3:3",71
"11","GPP_daily_mu","3",71
"12","GPP_daily_lower","-Inf",71
"13","GPP_daily_sigma","2",71
"14","ER_daily_mu","-7.1",71
"15","ER_daily_upper","Inf",71
"16","ER_daily_sigma","7.1",71
"17","K600_lnQ_nodediffs_sdlog","0.5",71
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",71
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",71
"20","K600_daily_sigma_sigma","0.24",71
"21","err_obs_iid_sigma_scale","0.03",71
"22","err_proc_iid_sigma_scale","5",71
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",71
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",71
"25","n_chains","4",71
"26","n_cores","12",71
"27","burnin_steps","369",71
"28","saved_steps","206",71
"29","thin_steps","1",71
"30","verbose","FALSE",71
"31","init.K600.daily","27.44",71
"32","Station 4 Time","5.27 mins",71
