"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",68
"2","engine","stan",68
"3","split_dates","FALSE",68
"4","keep_mcmcs","TRUE",68
"5","keep_mcmc_data","TRUE",68
"6","day_start","4",68
"7","day_end","28",68
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",68
"9","required_timestep","NA",68
"10","K600_lnQ_nodes_centers","-3:3",68
"11","GPP_daily_mu","3",68
"12","GPP_daily_lower","-Inf",68
"13","GPP_daily_sigma","2",68
"14","ER_daily_mu","-7.1",68
"15","ER_daily_upper","Inf",68
"16","ER_daily_sigma","7.1",68
"17","K600_lnQ_nodediffs_sdlog","0.5",68
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",68
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",68
"20","K600_daily_sigma_sigma","0.24",68
"21","err_obs_iid_sigma_scale","0.03",68
"22","err_proc_iid_sigma_scale","5",68
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",68
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",68
"25","n_chains","4",68
"26","n_cores","12",68
"27","burnin_steps","305",68
"28","saved_steps","474",68
"29","thin_steps","1",68
"30","verbose","FALSE",68
"31","init.K600.daily","111.93",68
"32","Station 4 Time","7.11 mins",68
