"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",55
"2","engine","stan",55
"3","split_dates","FALSE",55
"4","keep_mcmcs","TRUE",55
"5","keep_mcmc_data","TRUE",55
"6","day_start","4",55
"7","day_end","28",55
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",55
"9","required_timestep","NA",55
"10","K600_lnQ_nodes_centers","-3:3",55
"11","GPP_daily_mu","3",55
"12","GPP_daily_lower","-Inf",55
"13","GPP_daily_sigma","2",55
"14","ER_daily_mu","-7.1",55
"15","ER_daily_upper","Inf",55
"16","ER_daily_sigma","7.1",55
"17","K600_lnQ_nodediffs_sdlog","0.5",55
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",55
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",55
"20","K600_daily_sigma_sigma","0.24",55
"21","err_obs_iid_sigma_scale","0.03",55
"22","err_proc_iid_sigma_scale","5",55
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",55
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",55
"25","n_chains","4",55
"26","n_cores","12",55
"27","burnin_steps","139",55
"28","saved_steps","529",55
"29","thin_steps","1",55
"30","verbose","FALSE",55
"31","init.K600.daily","255.06",55
"32","Station 4 Time","6.45 mins",55
