"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",19
"2","engine","stan",19
"3","split_dates","FALSE",19
"4","keep_mcmcs","TRUE",19
"5","keep_mcmc_data","TRUE",19
"6","day_start","4",19
"7","day_end","28",19
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",19
"9","required_timestep","NA",19
"10","K600_lnQ_nodes_centers","-3:3",19
"11","GPP_daily_mu","3",19
"12","GPP_daily_lower","-Inf",19
"13","GPP_daily_sigma","2",19
"14","ER_daily_mu","-7.1",19
"15","ER_daily_upper","Inf",19
"16","ER_daily_sigma","7.1",19
"17","K600_lnQ_nodediffs_sdlog","0.5",19
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",19
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",19
"20","K600_daily_sigma_sigma","0.24",19
"21","err_obs_iid_sigma_scale","0.03",19
"22","err_proc_iid_sigma_scale","5",19
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",19
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",19
"25","n_chains","4",19
"26","n_cores","12",19
"27","burnin_steps","379",19
"28","saved_steps","370",19
"29","thin_steps","1",19
"30","verbose","FALSE",19
"31","init.K600.daily","215.63",19
"32","Station 4 Time","7.53 mins",19
