"","Parameter","Value","run"
"1","model_name","b_Kb_oipi_tr_plrckm.stan",63
"2","engine","stan",63
"3","split_dates","FALSE",63
"4","keep_mcmcs","TRUE",63
"5","keep_mcmc_data","TRUE",63
"6","day_start","4",63
"7","day_end","28",63
"8","day_tests","c(""full_day"", ""even_timesteps"", ""complete_data"", ""pos_discharge"")",63
"9","required_timestep","NA",63
"10","K600_lnQ_nodes_centers","-3:3",63
"11","GPP_daily_mu","3",63
"12","GPP_daily_lower","-Inf",63
"13","GPP_daily_sigma","2",63
"14","ER_daily_mu","-7.1",63
"15","ER_daily_upper","Inf",63
"16","ER_daily_sigma","7.1",63
"17","K600_lnQ_nodediffs_sdlog","0.5",63
"18","K600_lnQ_nodes_meanlog","c(2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788, 2.484906649788)",63
"19","K600_lnQ_nodes_sdlog","c(1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32)",63
"20","K600_daily_sigma_sigma","0.24",63
"21","err_obs_iid_sigma_scale","0.03",63
"22","err_proc_iid_sigma_scale","5",63
"23","params_in","c(""GPP_daily_mu"", ""GPP_daily_lower"", ""GPP_daily_sigma"", ""ER_daily_mu"", ""ER_daily_upper"", ""ER_daily_sigma"", ""K600_lnQ_nodediffs_sdlog"", ""K600_lnQ_nodes_meanlog"", ""K600_lnQ_nodes_sdlog"", ""K600_daily_sigma_sigma"", ""err_obs_iid_sigma_scale"", ""err_proc_iid_sigma_scale"")",63
"24","params_out","c(""GPP"", ""ER"", ""GPP_daily"", ""ER_daily"", ""K600_daily"", ""K600_daily_predlog"", ""lnK600_lnQ_nodes"", ""K600_daily_sigma"", ""err_obs_iid_sigma"", ""err_obs_iid"", ""err_proc_iid_sigma"", ""err_proc_iid"")",63
"25","n_chains","4",63
"26","n_cores","12",63
"27","burnin_steps","188",63
"28","saved_steps","402",63
"29","thin_steps","1",63
"30","verbose","FALSE",63
"31","init.K600.daily","307.18",63
"32","Station 4 Time","5.55 mins",63
